"source","job_url","job_title","job_company","posted_at"
"linkedin","https://www.linkedin.com/jobs/view/3699246595","Expeditor","PT Amman Mineral Nusa Tenggara",2023-08-29 05:13:26.547052
"petromindo","https://www.petromindo.com/job-gallery/24093","10 posisi","PT Bintani Megahindah",2023-08-29 05:13:51.681068
"Jobstreet","https://www.jobstreet.co.id/id/job/4451685","Mandarin Speaker HR Admin (Open for Fresh Graduates) - Mining (A-97981)","RGF HR Agent Indonesia",2023-08-29 06:23:37.467256
"Jobstreet","https://www.jobstreet.co.id/id/job/4451673","Mandarin Speaker HR Recruitment - Mining (A-97967)","RGF HR Agent Indonesia",2023-08-29 06:23:42.056269
"Jobstreet","https://www.jobstreet.co.id/id/job/4451666","Mandarin Speaker HR Manager - Mining (A-97981)","RGF HR Agent Indonesia",2023-08-29 06:23:44.685343
"Jobstreet","https://www.jobstreet.co.id/id/job/4451084","Site Manager","Nata General Contractor",2023-08-29 06:23:49.280085
"Jobstreet","https://www.jobstreet.co.id/id/job/4451602","Site Coordinator","PT Solusindo Utama",2023-08-29 06:23:52.969506
"Jobstreet","https://www.jobstreet.co.id/id/job/4451729","Quantity Surveyor","Balitecture",2023-08-29 06:23:57.642104
"Jobstreet","https://www.jobstreet.co.id/id/job/4449763","PM/SM","PT. SARANA MULTI KONSULTAN INDONESIA",2023-08-29 06:24:02.332183
"Jobstreet","https://www.jobstreet.co.id/id/job/4451178","Staff GIS","PT Agrina Sawit Perdana",2023-08-29 06:24:05.873491
"Jobstreet","https://www.jobstreet.co.id/id/job/4451287","Asisten GIS","PT Ciliandry Anky Abadi Group (CAA Group)",2023-08-29 06:24:10.552006
"Jobstreet","https://www.jobstreet.co.id/id/job/4451244","Project Control Manager","PT YOFC International Indonesia",2023-08-29 06:24:14.383452
"Jobstreet","https://www.jobstreet.co.id/id/job/4451669","HSE Officer (Lembak - Prabumulih)","PT Multikarya Asia Pasifik Raya",2023-08-29 06:24:18.205631
"Jobstreet","https://www.jobstreet.co.id/id/job/4451176","Operation Coordinator","PT Titian Servis Indonesia",2023-08-29 06:24:21.940083
"Jobstreet","https://www.jobstreet.co.id/id/job/4451635","PPIC Supervisor","PT Wilson Indotobacco",2023-08-29 06:24:25.783925
"Jobstreet","https://www.jobstreet.co.id/id/job/4451574","HSE Specialist","PT Mark Dynamics Indonesia, Tbk",2023-08-29 06:24:30.588676
"Jobstreet","https://www.jobstreet.co.id/id/job/4451255","EHS Executive","JJ-Lapp Cable Indonesia",2023-08-29 06:24:34.153317
"Jobstreet","https://www.jobstreet.co.id/id/job/4451282","WSHE Manager","PT WOH HUP INDONESIA",2023-08-29 06:24:38.933972
"Jobstreet","https://www.jobstreet.co.id/id/job/4451413","Representative Safety Facilities & Services","PT Amman Mineral Nusa Tenggara",2023-08-29 06:24:42.895206
"Jobstreet","https://www.jobstreet.co.id/id/job/4451046","EHS Manager - Electronics (Batam)","PT Michael Page Internasional Indonesia",2023-08-29 06:24:45.775489
"Jobstreet","https://www.jobstreet.co.id/id/job/4451097","Assistant Manager SHE (Palm Oil - Kalimantan)","PT. Central Cipta Murdaya",2023-08-29 06:24:50.650353
"Jobstreet","https://www.jobstreet.co.id/id/job/4451165","Engineer Fire Emergency Services","PT Amman Mineral Nusa Tenggara",2023-08-29 06:24:53.49531
"Jobstreet","https://www.jobstreet.co.id/id/job/4451206","Marine Superintendent","Bumi Laut Group (Jakarta)",2023-08-29 06:24:58.299015
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-merdeka-battery-materials-tbk/","1 Posisi","PT Merdeka Battery Materials Tbk",2023-08-29 06:25:05.864662
"linkedin","https://www.linkedin.com/jobs/view/3703605337","Lab Technician, Batching Plant, PSS 1, PMO","APRIL",2023-08-29 11:08:37.83874
"linkedin","https://www.linkedin.com/jobs/view/3699287211","Procurement Manager - Mining","Michael Page",2023-08-29 11:08:45.423596
"linkedin","https://www.linkedin.com/jobs/view/3706683714","Associate Production Tech","McDermott International, Ltd",2023-08-29 11:09:31.813243
"linkedin","https://www.linkedin.com/jobs/view/3699265584","Sales Supervisor","Sefas Group",2023-08-29 11:10:16.727007
"linkedin","https://www.linkedin.com/jobs/view/3699273154","HR Supervisor (Mandarin Speaker)","CNGR Indonesia",2023-08-29 11:10:20.433091
"linkedin","https://www.linkedin.com/jobs/view/3699283411","Director - Energy & Infrastructure Company","Michael Page",2023-08-29 11:11:27.230081
"linkedin","https://www.linkedin.com/jobs/view/3699280956","Head of Corporate Communications and External Relations","Michael Page",2023-08-29 11:11:30.828321
"linkedin","https://www.linkedin.com/jobs/view/3699280952","Carbon Director - Environmental Service","Michael Page",2023-08-29 11:12:46.752964
"linkedin","https://www.linkedin.com/jobs/view/3703604389","Legal Officer,Legal,SS","APRIL",2023-08-29 11:12:51.392898
"linkedin","https://www.linkedin.com/jobs/view/3706671179","Area Sales Manager - Kalimantan","Valvoline Global Operations",2023-08-29 11:12:56.032943
"petromindo","https://www.petromindo.com/job-gallery/24095","Onshore Operations Manager","PT. Apexindo Pratama Duta Tbk",2023-08-29 11:13:03.311314
"petromindo","https://www.petromindo.com/job-gallery/24094","2 Positions","PT Karunia Pilar Nusantara",2023-08-29 11:13:05.313845
"Jobstreet","https://www.jobstreet.co.id/id/job/4452264","Site Manager","PT Dwi Tunggal Surya Jaya",2023-08-29 12:32:50.469682
"Jobstreet","https://www.jobstreet.co.id/id/job/4452206","Fleet Operation (Fleet Planner Maintenance) (Location:Samarinda)","PT Pro Energi",2023-08-29 12:32:55.030036
"Jobstreet","https://www.jobstreet.co.id/id/job/4452121","ESG Manager, Sumbawa","PT Michael Page Internasional Indonesia",2023-08-29 12:32:57.608883
"Jobstreet","https://www.jobstreet.co.id/id/job/4451779","Quantity Surveyor","PT Laksana Matra Sedaya",2023-08-29 12:33:01.009755
"Jobstreet","https://www.jobstreet.co.id/id/job/4451860","Quantity Surveyor (QS)","PT Sariarthamas Hotel International",2023-08-29 12:33:05.568033
"Jobstreet","https://www.jobstreet.co.id/id/job/4452413","Manager Project Carbon","Sinarmas Mining",2023-08-29 12:33:09.319332
"Jobstreet","https://www.jobstreet.co.id/id/job/4452221","Marketing Administration","PT Japan Drilling Indonesia",2023-08-29 12:33:14.136976
"Jobstreet","https://www.jobstreet.co.id/id/job/4452212","HSE Supervisor - HO","PT Gunbuster Nickel Industry",2023-08-29 12:33:17.881974
"Jobstreet","https://www.jobstreet.co.id/id/job/4452349","Safety & Health Deputy Manager - Manufacture (B-98015)","RGF HR Agent Indonesia",2023-08-29 12:33:21.754575
"Jobstreet","https://www.jobstreet.co.id/id/job/4451955","EHS Staff","AVIAN GROUP",2023-08-29 12:33:26.510773
"Jobstreet","https://www.jobstreet.co.id/id/job/4452019","Food Safety Auditor","PT SAI Global Indonesia",2023-08-29 12:33:30.245762
"Jobstreet","https://www.jobstreet.co.id/id/job/4452008","Building Operations Supervisor (REVO MALL BEKASI)","PT Farpoint Prima (Gunung Sewu Group)",2023-08-29 12:33:35.085733
"linkedin","https://www.linkedin.com/jobs/view/3707037635","Entry Level Operator Assistant I - Logging and Perf","Halliburton",2023-08-29 23:09:32.914848
"linkedin","https://www.linkedin.com/jobs/view/3707035960","Field Engineer I - Directional Drilling","Halliburton",2023-08-29 23:10:31.339977
"linkedin","https://www.linkedin.com/jobs/view/3707077676","Smelter Operational Readiness - Organizational Development Officer","Freeport-McMoRan",2023-08-29 23:10:34.906566
"Jobstreet","https://www.jobstreet.co.id/id/job/4452432","Planning & License Section Head","Sinarmas Mining",2023-08-30 01:09:59.026448
"Jobstreet","https://www.jobstreet.co.id/id/job/4452470","Assistant Manager - GPS/GIS - Penempatan Kalimantan Tengah","PT Agro Harapan Lestari",2023-08-30 01:10:02.380771
"Jobstreet","https://www.jobstreet.co.id/id/job/4452433","HSE Specialist K3","PT. PALMA SERASIH TBK",2023-08-30 01:10:05.95225
"Jobstreet","https://www.jobstreet.co.id/id/job/4452506","General Affair & Facility Management Superintendent","PT Cladtek Bi Metal Manufacturing",2023-08-30 01:10:08.487571
"linkedin","https://www.linkedin.com/jobs/view/3700606045","Superintendent Pit Project Development","PT Indexim Coalindo",2023-08-30 05:09:26.120741
"linkedin","https://www.linkedin.com/jobs/view/3704523509","Supervisor Purchasing","Thiess",2023-08-30 05:10:27.014702
"linkedin","https://www.linkedin.com/jobs/view/3707261070",".NET Developer - C# (Remote)","Michael Page",2023-08-30 05:12:33.906846
"Jobstreet","https://www.jobstreet.co.id/id/job/4452752","Senior Geologist","PT Bara Alam Utama",2023-08-30 06:22:19.271127
"Jobstreet","https://www.jobstreet.co.id/id/job/4452610","Manager Civil & Project (speciality to estate road site for Mining & Oil Palm Pl","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:21.729534
"Jobstreet","https://www.jobstreet.co.id/id/job/4452637","Head Civil & Project (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:24.297776
"Jobstreet","https://www.jobstreet.co.id/id/job/4452676","Staff Legal (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:28.665124
"Jobstreet","https://www.jobstreet.co.id/id/job/4452817","Staff Admin Sales & Marketing (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:33.223074
"Jobstreet","https://www.jobstreet.co.id/id/job/4452784","Manager Sales & Marketing (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:37.601474
"Jobstreet","https://www.jobstreet.co.id/id/job/4452657","General Manager (GM) Legal (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:41.342611
"Jobstreet","https://www.jobstreet.co.id/id/job/4452892","Head of Marcom & Design Grafis (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:44.029006
"Jobstreet","https://www.jobstreet.co.id/id/job/4452980","Staff Marcom & Design Grafis (Mining & Oil Palm Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 06:22:47.707048
"Jobstreet","https://www.jobstreet.co.id/id/job/4452701","MEKANIK DT DAN ALAT BERAT(PERTAMBANGAN)","PT Sinar Nirwana Sari",2023-08-30 06:22:52.35673
"Jobstreet","https://www.jobstreet.co.id/id/job/4453036","Quantity Surveyor Supervisor","PT. CIPTA HARMONI LESTARI",2023-08-30 06:22:56.205575
"Jobstreet","https://www.jobstreet.co.id/id/job/4452768","QSHE Specialist","PT. Meratus Line & Group",2023-08-30 06:22:59.879638
"Jobstreet","https://www.jobstreet.co.id/id/job/4452520","Marine Safety Superintendent","PT Buana Lintas Lautan Tbk",2023-08-30 06:23:02.798675
"Jobstreet","https://www.jobstreet.co.id/id/job/4452647","SHE Officer","PT Fastindo Mahakaam Agrapana",2023-08-30 06:23:06.61025
"linkedin","https://www.linkedin.com/jobs/view/3704576241","Project Director - Engineering","CSG Talent",2023-08-30 11:08:45.025125
"linkedin","error","error","error",2073-08-30 11:08:58.659535
"linkedin","https://www.linkedin.com/jobs/view/3707418989","Project Manager","Baker Hughes",2023-08-30 11:11:11.954283
"linkedin","https://www.linkedin.com/jobs/view/3707295584","HR Manager, Indonesia","Yara International",2023-08-30 11:11:15.596633
"linkedin","https://www.linkedin.com/jobs/view/3700626766","Cost Control Manager","PT. Unggul Dinamika Utama",2023-08-30 11:11:18.188601
"linkedin","https://www.linkedin.com/jobs/view/3700631515","Deputy Head of Projects","Wasco",2023-08-30 11:12:22.255859
"Jobstreet","https://www.jobstreet.co.id/id/job/4453364","Site Engineer","PT Mosa Indo Palma",2023-08-30 12:32:46.040548
"Jobstreet","https://www.jobstreet.co.id/id/job/4453541","HSE Specialist (On Site Mining - Morowali)","PT Hastari Adakara Investama",2023-08-30 12:32:48.622419
"Jobstreet","https://www.jobstreet.co.id/id/job/4453256","HR Recruitment Staff (Mining & Oil Plantation)","PT. SINERGI BANGUN GLOBAL",2023-08-30 12:32:51.532368
"Jobstreet","https://www.jobstreet.co.id/id/job/4453789","Site Manager (Asam Asam)","PT. Transcoal Pacific, Tbk",2023-08-30 12:32:55.199581
"Jobstreet","https://www.jobstreet.co.id/id/job/4453240","Junior Trainer & Foreman Operator A2B","Rimau Indonesia (Rimau Group)",2023-08-30 12:32:59.748064
"Jobstreet","https://www.jobstreet.co.id/id/job/4453607","QHSE","PT Maritim Prima Mandiri",2023-08-30 12:33:02.33339
"Jobstreet","https://www.jobstreet.co.id/id/job/4453199","Master Loading","Rimau Indonesia (Rimau Group)",2023-08-30 12:33:06.049757
"Jobstreet","https://www.jobstreet.co.id/id/job/4453189","Environment Health and Safety (EHS) - Staff","OPPO Indonesia",2023-08-30 12:33:10.666105
"Jobstreet","https://www.jobstreet.co.id/id/job/4453494","Health Safety Environment (HSE) Staff (Loc: Samarinda)","PT Pro Energi",2023-08-30 12:33:13.585249
"Jobstreet","https://www.jobstreet.co.id/id/job/4453232","Safety Inspector","PT Ume Persada Indonesia",2023-08-30 12:33:18.650537
"Jobstreet","https://www.jobstreet.co.id/id/job/4453688","HSE Coordinator (Site Asam Asam)","PT. Transcoal Pacific, Tbk",2023-08-30 12:33:23.385914
"Jobstreet","https://www.jobstreet.co.id/id/job/4453738","Agency Superintendent (Site Asam Asam)","PT. Transcoal Pacific, Tbk",2023-08-30 12:33:26.250356
"Jobstreet","https://www.jobstreet.co.id/id/job/4453502","Port Engineer (Asam Asam)","PT. Transcoal Pacific, Tbk",2023-08-30 12:33:29.27261
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-petrosea-tbk-indika-energy-group/","5 Posisi","PT Petrosea Tbk",2023-08-30 12:33:36.397016
"linkedin","https://www.linkedin.com/jobs/view/3708480067","Senior Field Engineer","McDermott International, Ltd",2023-08-30 23:10:45.849549
"linkedin","https://www.linkedin.com/jobs/view/3700678071","Branch Manager","Epiroc",2023-08-30 23:11:16.465365
"linkedin","https://www.linkedin.com/jobs/view/3706693449","Hub Leader / Project Director","Fford & Stone International",2023-08-30 23:12:14.724091
"linkedin","https://www.linkedin.com/jobs/view/3700634277","Safety Officer","PT. Dian Pandu Pratama",2023-08-30 23:12:26.019454
"linkedin","https://www.linkedin.com/jobs/view/3700618202","Geotechnical Engineer","PT. Maratama Solabo Lestari",2023-08-30 23:13:02.242832
"linkedin","https://www.linkedin.com/jobs/view/3700625905","Tax Manager","Bintang Timur Plantation",2023-08-30 23:13:17.523021
"Jobstreet","https://www.jobstreet.co.id/id/job/4453911","SOFTWARE SUPPORT ENGINEER","Hexagon Mining",2023-08-31 01:09:59.264711
"Jobstreet","https://www.jobstreet.co.id/id/job/4453827","QUANTITY SURVEYOR","PT Indo Swissatama",2023-08-31 01:10:03.783529
"linkedin","https://www.linkedin.com/jobs/view/3701708833","Senior Corrosion Engineer","Oceaneering",2023-08-31 05:10:59.171288
"linkedin","https://www.linkedin.com/jobs/view/3708500242","Superintendent Flash Smelting Furnace (Smelter)","PT Amman Mineral Nusa Tenggara",2023-08-31 05:11:01.801331
"linkedin","https://www.linkedin.com/jobs/view/3708519218","Head of Conservation Value & Biodiversity Improvement","PT SMART Tbk",2023-08-31 05:12:24.903473
"linkedin","https://www.linkedin.com/jobs/view/3705918269","Coordinator Warehouse","Thiess",2023-08-31 05:12:49.0395
"linkedin","https://www.linkedin.com/jobs/view/3708499151","Superintendent Technical (Smelter)","PT Amman Mineral Nusa Tenggara",2023-08-31 05:12:51.707371
"linkedin","https://www.linkedin.com/jobs/view/3704945432","National Sales Manager – Poultry Industry","The Aicila Group - International Recruitment & Consulting Specialists",2023-08-31 05:13:19.925693
"Jobstreet","https://www.jobstreet.co.id/id/job/4454363","Kepala Teknik Tambang / Pengawas Proyek (Site Supervisor)","PT Batumulia Bumindo",2023-08-31 06:23:02.240941
"Jobstreet","https://www.jobstreet.co.id/id/job/4454327","Staf Teknis Proyek (Project Technical Staff)","PT Batumulia Bumindo",2023-08-31 06:23:05.030857
"Jobstreet","https://www.jobstreet.co.id/id/job/4454172","Site Manager","PT. Pinang Mas Gemilang",2023-08-31 06:23:07.775907
"Jobstreet","https://www.jobstreet.co.id/id/job/4453541","HSE Supervisor (On Site Mining - Morowali)","PT Hastari Adakara Investama",2023-08-31 06:23:12.51654
"Jobstreet","https://www.jobstreet.co.id/id/job/4454019","HSE Officer","PT Wastec International",2023-08-31 06:23:15.94917
"Jobstreet","https://www.jobstreet.co.id/id/job/4454440","SITE MANAGER","PT Solides Propertindo",2023-08-31 06:23:19.609067
"Jobstreet","https://www.jobstreet.co.id/id/job/4453940","Staff Quantity Surveyor","PT Primajaya Prasarana",2023-08-31 06:23:23.249947
"Jobstreet","https://www.jobstreet.co.id/id/job/4454104","Estimator & Quantity Surveyor (QS)","PT. Pinang Mas Gemilang",2023-08-31 06:23:26.874511
"Jobstreet","https://www.jobstreet.co.id/id/job/4453467","Quantity Surveyor","PT. Paramita Andalan Struktur",2023-08-31 06:23:31.754064
"Jobstreet","https://www.jobstreet.co.id/id/job/4453996","Quantity Surveyor","PT Pulauintan Bajaperkasa Konstruksi",2023-08-31 06:23:35.587954
"Jobstreet","https://www.jobstreet.co.id/id/job/4454253","OFFICER SURVEY & MEASUREMENT - MALUKU","SAMPOERNA KAYOE",2023-08-31 06:23:40.372552
"Jobstreet","https://www.jobstreet.co.id/id/job/4454067","Corporate Legal & Compliance","PT. Dirgantara Petroindo Raya",2023-08-31 06:23:43.355926
"Jobstreet","https://www.jobstreet.co.id/id/job/4454078","K3 PROYEK ( PUNYA SERTIFIKAT AHLI K3 )","PT Hana Huberta",2023-08-31 06:23:46.369105
"Jobstreet","https://www.jobstreet.co.id/id/job/4454393","Safety Officer - Morowali","PT Zhongtsing New Energy",2023-08-31 06:23:51.322421
"Jobstreet","https://www.jobstreet.co.id/id/job/4451962","Technician (Safety Engineer/Electrician Calibration for LSA/FFA)","PT PENASCOP MARINE TECHNOLOGY",2023-08-31 06:23:55.343987
"linkedin","https://www.linkedin.com/jobs/view/3708557709","Sourcing Lead - AsPac","bp",2023-08-31 11:10:54.438759
"linkedin","https://www.linkedin.com/jobs/view/3701736725","Analyst Risk Management","PT Medco Energi Internasional Tbk",2023-08-31 11:11:00.334058
"linkedin","https://www.linkedin.com/jobs/view/3701737941","MVS Specialist","PT Triguna Internusa Pratama",2023-08-31 11:11:04.997911
"petromindo","https://www.petromindo.com/job-gallery/24098","10 Positions","Brunel Indonesia",2023-08-31 11:11:33.250645
"petromindo","https://www.petromindo.com/job-gallery/24097","10 Positions","PT. Ithaca Resources",2023-08-31 11:11:35.958858
"petromindo","https://www.petromindo.com/job-gallery/24100","Mining Business Development Manager","Private & Confidential Company",2023-08-31 11:11:34.525157
"petromindo","https://www.petromindo.com/job-gallery/24099","10 Positions","Brunel Indonesia",2023-08-31 11:11:39.021793
"petromindo","https://www.petromindo.com/job-gallery/24096","10 posisi","PT. PTC",2023-08-31 11:11:42.776038
"Jobstreet","https://www.jobstreet.co.id/id/job/4455133","Admin Project (On Site Mining - Morowali)","PT Hastari Adakara Investama",2023-08-31 12:33:34.11201
"Jobstreet","https://www.jobstreet.co.id/id/job/4454873","Mekanik Alat Berat","PT Sims Jaya Kaltim",2023-08-31 12:33:37.788599
"Jobstreet","https://www.jobstreet.co.id/id/job/4454794","Surveyor Land","PT. Guna Berkah Propertindo",2023-08-31 12:33:40.304501
"Jobstreet","https://www.jobstreet.co.id/id/job/4454917","QUANTITY SURVEYOR ( QS CONSTRUCTION )","PT CDBN ( Cipta Dimensi Baja Nusantara )",2023-08-31 12:33:44.951983
"Jobstreet","https://www.jobstreet.co.id/id/job/4454997","Quantity Surveyor Sipil (QS Sipil)","PT Jagat Konstruksi Abdipersada",2023-08-31 12:33:47.615606
"Jobstreet","https://www.jobstreet.co.id/id/job/4454920","Oil Transfer Control Foreman (fresh graduate)","PT SMART,Tbk",2023-08-31 12:33:51.270019
"Jobstreet","https://www.jobstreet.co.id/id/job/4455002","Safety Officer","PT Jagat Konstruksi Abdipersada",2023-08-31 12:33:53.926057
"Jobstreet","https://www.jobstreet.co.id/id/job/4454633","HSE Officer","PT. Central Proteina Prima, Tbk",2023-08-31 12:33:57.480484
"Jobstreet","https://www.jobstreet.co.id/id/job/4454822","HSE Manager","PT Mulia Industrindo, Tbk",2023-08-31 12:34:01.352972
"Jobstreet","https://www.jobstreet.co.id/id/job/4453607","QHSE Site","PT Maritim Prima Mandiri",2023-08-31 12:34:06.268444
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-petrosea-tbk-indika-energy-group-2/","17 Posisi","PT Petrosea Tbk (Indika Energy Group)",2023-08-31 12:34:14.946865
"linkedin","https://www.linkedin.com/jobs/view/3709157364","Sourcing Lead - AsPac (PTK 007)","bp",2023-08-31 23:10:05.447036
"linkedin","https://www.linkedin.com/jobs/view/3701705135","Barge Loading Supervisor","PT. Kaltim Jaya Mineral",2023-08-31 23:10:55.725668
"linkedin","https://www.linkedin.com/jobs/view/3701770738","Senior Structural Engineer","Oceaneering",2023-08-31 23:11:10.520249
"linkedin","https://www.linkedin.com/jobs/view/3709292575","Resource Planner","Halliburton",2023-08-31 23:12:12.048802
"linkedin","https://www.linkedin.com/jobs/view/3701768949","IT Service Desk Analyst","SLB",2023-08-31 23:13:12.842318
"linkedin","https://www.linkedin.com/jobs/view/3704558790","Sales Executive","Sefas Group",2023-08-31 23:13:09.363501
"linkedin","https://www.linkedin.com/jobs/view/3704558790","Sales Executive","Sefas Group",2023-08-31 23:13:12.841832
"linkedin","https://www.linkedin.com/jobs/view/3704558790","Sales Executive","Sefas Group",2023-08-31 23:13:17.393584
"linkedin","https://www.linkedin.com/jobs/view/3708702746","On behalf of one of our clients, we are looking for Site Lead HSSE.","Head Energy AS",2023-08-31 23:14:07.160978
"Jobstreet","https://www.jobstreet.co.id/id/job/4455338","IT Business Manager (Mining Sector)","PT Nusantara Compnet Integrator",2023-09-01 01:14:50.030872
"linkedin","https://www.linkedin.com/jobs/view/3703203348","Service Delivery Coordinator - CWI","Baker Hughes",2023-09-01 05:12:16.131357
"Jobstreet","https://www.jobstreet.co.id/id/job/4453465","Admin Produksi (Pertambangan)","PT. Lobunta Kencana Raya",2023-09-01 06:22:35.212589
"Jobstreet","https://www.jobstreet.co.id/id/job/4455338","IT Sales Manager (Mining Sector)","PT Nusantara Compnet Integrator",2023-09-01 06:22:37.751367
"Jobstreet","https://www.jobstreet.co.id/id/job/4453940","Quantity Surveyor Staff","PT Primajaya Prasarana",2023-09-01 06:22:40.189287
"Jobstreet","https://www.jobstreet.co.id/id/job/4455404","Quantity Surveyor","PT. Kawasan Industri Kendal",2023-09-01 06:22:43.654166
"Jobstreet","https://www.jobstreet.co.id/id/job/4455465","HSE Officer","PT Ranji Karya Sakti",2023-09-01 06:22:46.371583
"Jobstreet","https://www.jobstreet.co.id/id/job/4455738","Technical Superintendent (Shipping)","PT. TEMAS TBK",2023-09-01 06:22:49.814431
"linkedin","https://www.linkedin.com/jobs/view/3702284629","Oil and Gas Pipeline intelligent Inspection Field Technician","InTEGRITY RESEARCH LABS PIPELINE INSPECTION PVT LTD",2023-09-01 11:08:54.763998
"linkedin","https://www.linkedin.com/jobs/view/3702280840","Solar Engineer","PT Sumber Energi Surya Nusantara (SESNA Group)",2023-09-01 11:09:44.357176
"linkedin","https://www.linkedin.com/jobs/view/3704577091","Scheduler/Planner Workshop","Thiess",2023-09-01 11:10:18.928462
"linkedin","https://www.linkedin.com/jobs/view/3707301501","Head of Human Resources","TUKR",2023-09-01 11:11:15.412841
"linkedin","https://www.linkedin.com/jobs/view/3702261838","MVS Specialist","PT Triguna Internusa Pratama",2023-09-01 11:11:16.206305
"disnakerja","https://www.disnakerja.com/lowongan-kerja-pt-merdeka-copper-gold-tbk-2/","1 Posisi","PT Merdeka Copper Gold Tbk",2023-09-01 12:32:11.742171
"linkedin","https://www.linkedin.com/jobs/view/3710168507","OHS SUPERVISOR","PT Saptaindra Sejati (Adaro Energy)",2023-09-01 23:09:46.111355
"linkedin","https://www.linkedin.com/jobs/view/3710123609","Field Engineer","McDermott International, Ltd",2023-09-01 23:09:53.296009
"linkedin","https://www.linkedin.com/jobs/view/3707366715","Manager Seed Marketing","Asian Agri",2023-09-01 23:10:53.814789
"linkedin","https://www.linkedin.com/jobs/view/3707349774","Cost Accounting Assistant Manager","PT Malindo Feedmill, Tbk",2023-09-01 23:10:57.334736
"linkedin","https://www.linkedin.com/jobs/view/3707385047","COO - Oil & Gas Services (Role based between Jakarta and Duri)","Page Executive",2023-09-01 23:11:58.346469
"linkedin","https://www.linkedin.com/jobs/view/3698138032","Field Specialist Electric Line","Baker Hughes",2023-09-01 23:12:01.704612
"linkedin","https://www.linkedin.com/jobs/view/3706123480","Field Specialist - Wireline services","Baker Hughes",2023-09-01 23:12:05.208543
"linkedin","https://www.linkedin.com/jobs/view/3698137075","Cementing Field Specialist - Pressure Pumping","Baker Hughes",2023-09-01 23:12:08.721646
"petromindo","https://www.petromindo.com/job-gallery/24103","3 positions","Thiess",2023-09-01 23:12:35.201722
"petromindo","https://www.petromindo.com/job-gallery/24115","2 Positions, 3 of 3 ads","Tripatra",2023-09-01 23:12:52.968644
"petromindo","https://www.petromindo.com/job-gallery/24114","10 Positions, 2 of 3 ads","Tripatra",2023-09-01 23:12:55.634567
"petromindo","https://www.petromindo.com/job-gallery/24113","10 Positions, 1 of 3 ads","Tripatra",2023-09-01 23:12:59.19606
"petromindo","https://www.petromindo.com/job-gallery/24112","7 Positions, 5 of 5 ads","Tripatra",2023-09-01 23:13:01.75966
"petromindo","https://www.petromindo.com/job-gallery/24111","10 Positions, 4 of 5 ads","Tripatra",2023-09-01 23:13:04.136837
"petromindo","https://www.petromindo.com/job-gallery/24110","10 Positions, 3 of 5 ads","Tripatra",2023-09-01 23:13:06.713804
"petromindo","https://www.petromindo.com/job-gallery/24109","10 Positions, 2 of 5 ads","Tripatra",2023-09-01 23:13:10.242267
"petromindo","https://www.petromindo.com/job-gallery/24108","10 Positions, 1 of 5 ads","Tripatra",2023-09-01 23:13:14.750388
"petromindo","https://www.petromindo.com/job-gallery/24107","4 Positions, (2)","Tripatra",2023-09-01 23:13:18.26738
"petromindo","https://www.petromindo.com/job-gallery/24106","10 Positions, (1)","Tripatra",2023-09-01 23:13:22.942805
"petromindo","https://www.petromindo.com/job-gallery/24105","5 Positions, (2)","Tripatra",2023-09-01 23:13:27.552817
"petromindo","https://www.petromindo.com/job-gallery/24104","10 Positions, (1)","Tripatra",2023-09-01 23:13:32.179778
"petromindo","https://www.petromindo.com/job-gallery/24102","Chief Contract Engineer","Applus+",2023-09-01 23:13:35.894962
"Jobstreet","https://www.jobstreet.co.id/id/job/4455907","Engineer Rotating Conditioning Monitoring Inspection","PT Daya5 Rekrutmen",2023-09-02 01:08:09.99328
"Jobstreet","https://www.jobstreet.co.id/id/job/4455950","Bidding Coordinator","PT BINTAN OFFSHORE MARINE CENTRE",2023-09-02 01:08:13.693552
"Jobstreet","https://www.jobstreet.co.id/id/job/4455948","Engineer Instrument Planning","PT Daya5 Rekrutmen",2023-09-02 01:08:16.253224
"Jobstreet","https://www.jobstreet.co.id/id/job/4455922","Engineer Instrument & Electrical Conditioning Monitoring Inspection","PT Daya5 Rekrutmen",2023-09-02 01:08:20.640241
"Jobstreet","https://www.jobstreet.co.id/id/job/4455929","Engineer Instrument Inspection & Maintenance","PT Daya5 Rekrutmen",2023-09-02 01:08:24.221037
"Jobstreet","https://www.jobstreet.co.id/id/job/4456599","Oil Transfer Control Foreman (fresh graduate)","PT SMART,Tbk",2023-09-02 01:08:26.626396
"Jobstreet","https://www.jobstreet.co.id/id/job/4456152","HSE Officer - Project AMNT Batu Hijau","PT Cipta Krida Bahari",2023-09-02 01:08:30.195434
